Id,SalePrice
1461,119863.23709133633
1462,168293.10933091186
1463,191349.6205563213
1464,182863.77497997982
1465,198943.37457555172
1466,179480.34634138632
1467,172356.40528877097
1468,168048.75571730154
1469,190309.8205722164
1470,121402.21881197885
1471,183163.20475267508
1472,95762.04869638392
1473,94350.52878252916
1474,149217.8871744768
1475,126838.56222131696
1476,404704.084053681
1477,267459.9081966661
1478,314875.5778408149
1479,302025.8878839446
1480,465861.7582608725
1481,328240.09337459673
1482,210455.69576315608
1483,178419.75586018586
1484,168243.4002474833
1485,190739.2569518308
1486,202035.02147653827
1487,337859.0005596623
1488,240409.87030268664
1489,192812.91264254536
1490,237086.08234745968
1491,187978.2633408132
1492,102505.6218937948
1493,165606.8760934724
1494,318934.45812143054
1495,297867.46260896546
1496,232863.6411599692
1497,193544.73882559067
1498,165367.53647968665
1499,162833.57299628019
1500,155320.95826446766
1501,180554.81413825587
1502,156884.53314680266
1503,264607.96908415173
1504,242645.64794045626
1505,219935.41230720165
1506,186658.09842524672
1507,234819.99028847876
1508,200955.05811639913
1509,168240.62031751653
1510,147351.06433714356
1511,145642.27407167768
1512,168991.02642029765
1513,147742.65521548054
1514,148115.82685034387
1515,182158.72275373444
1516,157172.58312910795
1517,163016.9980488124
1518,138884.77494713388
1519,198697.55384792306
1520,138514.00962140164
1521,138669.7157625569
1522,173042.98081762047
1523,121052.90211554294
1524,122000.94477749306
1525,130127.50582437756
1526,123514.22101200624
1527,108307.91199530027
1528,135281.15585581298
1529,148928.77287730895
1530,174118.0778613474
1531,101696.24795726393
1532,104836.71654440109
1533,144670.53763762914
1534,120216.01615778773
1535,161364.79369150675
1536,113036.89541709525
1537,64151.09265116755
1538,145477.10242541868
1539,182866.44433263087
1540,93483.18121273088
1541,146024.59623555007
1542,139017.78962461787
1543,194739.44462446065
1544,72338.32723877887
1545,108407.33181376594
1546,127718.12626264118
1547,127806.91881744511
1548,138868.89526276535
1549,109664.72405381377
1550,141828.8619106273
1551,117201.06478968255
1552,136027.3943693641
1553,155450.97503421392
1554,112440.04516383393
1555,174738.93617288664
1556,92206.78666460338
1557,96382.60073563305
1558,94266.55708487963
1559,82462.46249682819
1560,139015.4973431787
1561,119962.59567912696
1562,134871.16186872593
1563,121279.38344754383
1564,159904.86581736105
1565,146673.13732967715
1566,220920.86099122989
1567,72297.94358640563
1568,238557.74919748673
1569,159787.9875584443
1570,131080.34568110725
1571,111008.26501944868
1572,143605.0161214897
1573,216532.37976182828
1574,112141.5766669142
1575,217891.32839468995
1576,226908.7214903929
1577,185497.09130120926
1578,150974.00006195926
1579,150283.2003950539
1580,194783.06442718534
1581,154179.6619941549
1582,138731.05766876697
1583,310696.20030171826
1584,221943.08518775765
1585,149307.2354993314
1586,67873.51868257447
1587,95473.81824257733
1588,142919.7151185
1589,93143.30107087853
1590,135815.00229719564
1591,94700.0634252918
1592,124317.8560765213
1593,132061.09972276216
1594,135984.36283472282
1595,106868.75917215264
1596,230725.6999715556
1597,194441.2201565652
1598,227908.0266867932
1599,152886.2335431801
1600,161896.2562980204
1601,62062.073373487045
1602,117581.3591858868
1603,90239.08937481516
1604,274852.8858369523
1605,227723.63463995288
1606,167449.70119115227
1607,164020.0759615499
1608,217620.56807801488
1609,184949.8676635699
1610,156553.66577552466
1611,142736.46410383793
1612,168305.67021345708
1613,162257.95911468857
1614,118900.40568999154
1615,81964.31923389375
1616,72753.7716837303
1617,90480.89356752596
1618,126055.37005826615
1619,144642.43133710965
1620,154865.68662547253
1621,132437.6870978057
1622,149223.44028315195
1623,234419.83640337762
1624,181433.64638351923
1625,129280.85877929366
1626,159331.9424660881
1627,183086.20327963887
1628,253698.40087348717
1629,192544.235602853
1630,361872.45011174685
1631,212818.4288257956
1632,244282.02029761858
1633,179782.285413828
1634,191780.48238889728
1635,177062.70279414745
1636,161516.3593562494
1637,206797.44008339106
1638,181699.83937289414
1639,192018.7694301965
1640,250083.42153089461
1641,178929.59879092986
1642,239878.20669410488
1643,230447.2663074297
1644,232599.8727467293
1645,197302.4852094584
1646,157957.84913945163
1647,163064.34720686745
1648,138673.38406161295
1649,135253.19738971995
1650,110316.45996353602
1651,120987.5851110616
1652,97231.17855958962
1653,98304.26292451745
1654,148279.22772601745
1655,150070.5625353834
1656,143480.68081499846
1657,148279.22772601745
1658,148195.1128637215
1659,131490.66823862615
1660,147286.22134871891
1661,477748.3736781706
1662,432558.75573876756
1663,398141.5323313896
1664,453702.3529639981
1665,332190.978816824
1666,329308.06731133844
1667,373889.31207538076
1668,347523.1245173237
1669,307163.436562661
1670,357384.4302546113
1671,270043.2427830521
1672,443137.637566206
1673,321033.3505281752
1674,246407.68067461875
1675,196943.95260125602
1676,192101.1369150228
1677,215725.1293390805
1678,425530.28239137365
1679,387780.1277726828
1680,349044.3583436257
1681,251465.73270450646
1682,311615.7644834517
1683,195640.5610499705
1684,174934.6526418148
1685,170779.38397139686
1686,170905.59362537847
1687,179330.90658568343
1688,192230.48334979985
1689,188418.250641352
1690,191273.46159230312
1691,183004.5804285207
1692,254680.79997173327
1693,179464.4796866409
1694,181162.27898086034
1695,171317.23034509318
1696,264451.3048390342
1697,173731.95384113357
1698,372886.74701184506
1699,320444.3463756784
1700,254074.60973768626
1701,268806.0362646477
1702,258653.7423250833
1703,257181.74809956359
1704,291232.6698517941
1705,223855.1474905904
1706,430801.26139854843
1707,211835.207901053
1708,202200.90140928113
1709,273777.57708186994
1710,204522.49913392324
1711,270714.3371519634
1712,257526.1095979277
1713,291453.92454900296
1714,217413.28320080452
1715,204770.00675545906
1716,165790.40025851622
1717,165439.96786189976
1718,138740.03043518116
1719,204274.58501351875
1720,244406.18151604699
1721,158674.31549954697
1722,132368.29790829352
1723,154391.28193683212
1724,199229.8778266044
1725,230709.23473332854
1726,181251.02445953578
1727,168386.25389504686
1728,173808.98266347314
1729,169598.79999789927
1730,168772.07834129347
1731,125481.46211096874
1732,112434.07498556556
1733,125908.96599981295
1734,119411.45788909301
1735,123097.79151040125
1736,117231.5008966772
1737,326920.73283746076
1738,243969.4975887201
1739,289734.81450822816
1740,223020.83191198413
1741,186204.739065322
1742,178539.24413402934
1743,173154.83294035928
1744,306742.8035675619
1745,241164.51485443872
1746,197640.0215148213
1747,224235.78064191027
1748,213040.31451102122
1749,150770.53494433116
1750,133412.65844289868
1751,231046.9185676785
1752,123581.42635453047
1753,151498.6596325046
1754,193338.63390205376
1755,163537.15433487383
1756,120661.95558824307
1757,121793.19410767539
1758,141210.07296142742
1759,159623.4932415826
1760,167556.20022830775
1761,142367.72776689127
1762,175965.73776253773
1763,175485.4234523067
1764,117993.15287942663
1765,164499.26920378086
1766,175124.55312387162
1767,214615.74901774654
1768,143866.25892790707
1769,178037.20792726253
1770,146521.67324823927
1771,128522.43769724786
1772,146079.65097022115
1773,127377.9524283284
1774,137834.09003688348
1775,142516.48263291045
1776,129417.76631041255
1777,115375.9138505936
1778,136495.68708965403
1779,113734.2983028102
1780,174659.82041584738
1781,137858.6730247047
1782,87241.3842563655
1783,124688.76245036436
1784,98504.6572408534
1785,115469.9849482076
1786,142013.4229882515
1787,170151.83809010306
1788,53095.75016275622
1789,89537.36549769815
1790,80223.72756939328
1791,168397.6742554141
1792,162145.66301228365
1793,131441.53729420635
1794,140012.00792111218
1795,137018.36337297125
1796,122477.84049649279
1797,116716.33732815542
1798,129771.9186632249
1799,109616.91379910355
1800,128798.58928327588
1801,133680.042863076
1802,134652.1520625388
1803,152866.31971182046
1804,137689.3941940148
1805,140903.84608714934
1806,123090.4597099784
1807,127515.07029612624
1808,114366.46784134449
1809,120408.23544168653
1810,145930.76133762154
1811,100044.57585260547
1812,94051.82867774484
1813,120569.02000418313
1814,92203.45789631012
1815,59356.978710393654
1816,95763.38546767744
1817,108820.78643580555
1818,150769.1511347935
1819,117396.50040175856
1820,60214.161640296974
1821,106324.32594711019
1822,146317.6715298955
1823,44353.15355018047
1824,130524.5668513859
1825,137339.6597927451
1826,103073.2337666968
1827,105996.4491070624
1828,137973.36848005757
1829,107660.43327383936
1830,143340.8487985302
1831,144456.9024874956
1832,88215.53973663537
1833,140131.63096618408
1834,108695.67709713787
1835,119690.78123206797
1836,125863.49723712946
1837,86743.84723234616
1838,117502.14565807836
1839,93382.38292241606
1840,143510.84226821904
1841,135985.72666829926
1842,84674.18522904634
1843,135907.3518070085
1844,134906.73873471894
1845,143885.23745078733
1846,161963.81768560433
1847,181712.2315805645
1848,54629.473803748486
1849,99171.37854604631
1850,123491.95469734794
1851,149262.48735572267
1852,128580.19017110876
1853,130024.75178390427
1854,165193.25061241872
1855,153369.23546953587
1856,218079.44708213885
1857,153785.94161773822
1858,153419.62789599778
1859,133762.79525281064
1860,155113.3025924594
1861,133762.79525281064
1862,298185.28145769873
1863,289732.35877761577
1864,289732.35877761577
1865,300520.15732539893
1866,321107.0346160827
1867,222759.7743765012
1868,284880.4945534528
1869,195845.2935074807
1870,202285.29769551355
1871,238202.0166761187
1872,170380.45374793175
1873,248135.0357210355
1874,154307.01590984038
1875,185054.15237944465
1876,195567.44385031704
1877,198709.74115222183
1878,199651.19951516914
1879,139232.24036866685
1880,144630.20051760462
1881,244858.47180247636
1882,241025.166597528
1883,195039.98623353435
1884,206090.99905869845
1885,216858.08993755
1886,278627.24419671105
1887,199176.051057113
1888,269617.70753088576
1889,159124.9733691984
1890,121942.98959735713
1891,131167.58988191074
1892,103285.75996108576
1893,130051.18520997619
1894,128636.02529771868
1895,137026.98083147118
1896,125775.40527971185
1897,116657.53469767864
1898,103010.09772495016
1899,158667.73249180155
1900,154997.56874145367
1901,175719.2120903181
1902,140256.20430608667
1903,228601.12181463547
1904,143098.35509813318
1905,203928.15704706567
1906,179242.01724233996
1907,217045.2238474216
1908,113884.18916995665
1909,130151.2246121402
1910,121628.26695079384
1911,229183.00699614763
1912,339871.92982138984
1913,135140.46202027382
1914,63105.006638244726
1915,298174.9519915382
1916,61659.979810250334
1917,228643.76591186988
1918,143002.04482107266
1919,170686.89837282413
1920,152675.35742295673
1921,406947.6559358061
1922,302596.6160101343
1923,219159.4223468666
1924,223715.44017554726
1925,197742.80118138253
1926,377985.7264155395
1927,135390.55541365035
1928,154439.39045215418
1929,122270.56808775925
1930,134155.54926559405
1931,143878.18694012484
1932,132740.7972927911
1933,179801.7930247666
1934,177313.58038103208
1935,173519.67953091342
1936,179953.73547526475
1937,177138.84911162598
1938,179641.4640654481
1939,249083.33067080012
1940,200726.20839655792
1941,173552.9834007391
1942,184692.87985742986
1943,216055.24605479676
1944,356308.8627920762
1945,401263.6666756989
1946,145242.9465906955
1947,305336.10611034237
1948,166817.7223875526
1949,242141.18305940024
1950,176495.11947987258
1951,248126.4832314386
1952,210554.6245675652
1953,160091.0927622799
1954,182168.26393855692
1955,134904.63999027116
1956,317300.7213881895
1957,154363.77116330632
1958,282407.3268507648
1959,144468.2740682734
1960,114160.35770264885
1961,120337.02699032545
1962,96671.57989523296
1963,100450.26341574577
1964,105889.80796977274
1965,146567.7054228444
1966,142756.26277193092
1967,272170.4319823762
1968,424221.4043730417
1969,406594.15054149757
1970,435470.0695316685
1971,424863.6817970671
1972,395064.5057335132
1973,269369.43410536944
1974,336871.6822324692
1975,463967.1353092495
1976,268443.27328193304
1977,357466.1478755475
1978,362052.4254013455
1979,327382.99479620816
1980,206404.5618182032
1981,339982.60224717966
1982,214722.312237812
1983,206555.74736526504
1984,186816.0252738229
1985,205962.54139971375
1986,210416.7035792511
1987,170760.98516886312
1988,175778.78694028634
1989,202552.66670503112
1990,210237.88942778332
1991,213877.94241246465
1992,207656.38319714137
1993,173816.43893523415
1994,232340.44651141344
1995,187089.16090972422
1996,251214.5095146996
1997,334826.76938547817
1998,334612.81572217675
1999,271079.7545124777
2000,331958.8280166255
2001,289071.7733363767
2002,250115.51098747
2003,271134.9111253983
2004,262723.2393725761
2005,216350.49216582585
2006,209224.8568062943
2007,254586.93425825122
2008,197181.47781687067
2009,185732.50130860246
2010,191042.83730395642
2011,139800.6613731118
2012,171054.81140696292
2013,176080.3423414221
2014,194456.93130559035
2015,200857.38040911246
2016,185757.63472942423
2017,203390.7850058768
2018,124739.53428796606
2019,132983.29980244127
2020,108131.61395315679
2021,112875.06892865564
2022,189469.17614138566
2023,145358.29283039767
2024,274518.26365609583
2025,365294.24293738214
2026,179065.64389140136
2027,154547.72558268716
2028,152833.40096679894
2029,166927.21109994323
2030,276449.68626513594
2031,217522.6915189802
2032,237712.48204006613
2033,265379.93288322806
2034,173012.43811821126
2035,217892.01602341305
2036,178769.25055193962
2037,188158.01482360048
2038,297199.2218340892
2039,207542.03578187016
2040,332110.5673744022
2041,308309.4342535518
2042,212718.20011164452
2043,170465.3606790624
2044,173237.06546173774
2045,214654.61842499344
2046,154495.4217485604
2047,143349.32973258194
2048,133598.93693843862
2049,140006.64687969803
2050,182489.9326767053
2051,103555.67783980034
2052,132300.75235825914
2053,145450.81465112642
2054,86642.33102515909
2055,163402.95172294835
2056,132916.82552168562
2057,123347.96287750766
2058,207820.25392088408
2059,136178.74411733175
2060,169927.06036267278
2061,168334.04328494778
2062,135383.57317849106
2063,114411.8272257075
2064,142526.92179582338
2065,119713.20930607016
2066,164920.48954855368
2067,112058.2304466225
2068,142937.82660209222
2069,76681.8660739802
2070,105518.70572090406
2071,89385.70344929781
2072,113006.60843596498
2073,130617.71095077215
2074,166421.27890271335
2075,156503.21015242676
2076,121606.7078563835
2077,154506.96198504837
2078,130919.23539187427
2079,139723.1168677612
2080,119584.99102259242
2081,139157.65691792758
2082,114710.2213394964
2083,148804.5087428064
2084,118734.03899820945
2085,126960.55433817113
2086,102201.73818189908
2087,124096.13392957053
2088,92827.4063901737
2089,80969.37073106016
2090,124304.83678356273
2091,111305.18802261
2092,121319.60678319375
2093,126567.4222007866
2094,116706.57831520966
2095,139958.7078472109
2096,77220.0256179437
2097,99173.64215490555
2098,146009.30842392516
2099,50904.24581006986
2100,75873.35588997087
2101,110462.498902473
2102,125756.45582947477
2103,104331.65202195843
2104,134964.44597397096
2105,125928.13935512828
2106,64598.23704424455
2107,183200.36872491427
2108,106598.33637146588
2109,105928.43733477977
2110,133317.51323601266
2111,145666.50406350702
2112,139898.57406879833
2113,116799.6169721582
2114,111969.78440217444
2115,174885.6816771616
2116,119986.9620185087
2117,162655.98147299702
2118,126224.50280743113
2119,113056.99515307533
2120,98316.91737051985
2121,78260.93338148428
2122,94056.77039535117
2123,86982.89403783188
2124,164356.0046715516
2125,129705.56294059895
2126,152050.06894205627
2127,143221.67231590848
2128,126246.7783469209
2129,88764.30910035649
2130,132734.28705361235
2131,133300.48396401055
2132,113709.51112452336
2133,125004.00090586625
2134,110789.69559538756
2135,87770.67591708078
2136,65383.222824124896
2137,105560.07783059092
2138,129425.03901077792
2139,152265.2590923587
2140,133056.30803563993
2141,144997.2660661518
2142,136019.07377027476
2143,147892.82277863266
2144,117806.38303617336
2145,127752.73177558047
2146,161275.4780837865
2147,175329.0216689725
2148,128801.31969605703
2149,139180.70345314854
2150,218019.8201300013
2151,124266.95228623938
2152,180274.688550276
2153,160762.4181905448
2154,106373.50772455156
2155,126771.42360183904
2156,257346.00095019388
2157,228586.0603241332
2158,231510.76197107858
2159,212273.907849093
2160,170596.82444210508
2161,241094.93157445427
2162,375019.8882791199
2163,312108.65464032424
2164,231718.2355120811
2165,195342.20968428245
2166,156438.10460103574
2167,202763.31572309532
2168,198576.4128700002
2169,198431.1260698608
2170,215491.64113431453
2171,158717.7798600398
2172,140207.78392552107
2173,165046.11818609
2174,230563.17963328533
2175,286344.85968023003
2176,300606.38040052174
2177,239877.32210277015
2178,205430.58035884035
2179,148156.20453766928
2180,205052.5731779096
2181,186671.95148766128
2182,220566.56579004647
2183,186671.95148766128
2184,121381.22315998902
2185,115279.49405321297
2186,151118.75089597524
2187,150981.13642603994
2188,146668.98496497664
2189,202354.9346116323
2190,80385.64686743783
2191,81583.18868619147
2192,87552.23930407128
2193,101899.15156006644
2194,103999.24781858963
2195,105524.49819134973
2196,93612.31968609184
2197,121046.38577000493
2198,161326.61484192812
2199,164285.83628221133
2200,148388.42899195835
2201,150861.87916741948
2202,194502.8662202918
2203,162120.0252175673
2204,187256.302003052
2205,118851.06273304555
2206,143119.19072554618
2207,191806.81036509678
2208,258295.76755015386
2209,224437.65042365398
2210,116801.67207396495
2211,113018.48510981831
2212,114710.75911515804
2213,105460.64238516317
2214,135622.87652397854
2215,104237.07273490276
2216,138738.79617976304
2217,68023.28045645305
2218,72925.1083083346
2219,72674.74463258525
2220,69385.68339622174
2221,298174.9519915382
2222,282967.84032684035
2223,254021.7761095141
2224,205198.75434666878
2225,118033.18230362724
2226,177868.23072031167
2227,212906.33869834503
2228,254849.26377346387
2229,244814.74804986786
2230,157092.40281472483
2231,218147.365474728
2232,188219.51269320847
2233,182713.66781292358
2234,220853.38415811144
2235,226868.29607210265
2236,259042.7142899273
2237,338242.9051830845
2238,185761.23074261608
2239,116087.45156094973
2240,162292.6548403143
2241,148273.13340533446
2242,124267.40879054667
2243,131529.36139537158
2244,95882.17643450994
2245,93457.56429703011
